"116g -- Rakennukset käyttötarkoituksen ja valmistumisvuoden mukaan, 2019"

"Valmistumisvuosi","Alue","Vuosi","Rakennuksen kerrosala (m2) Erilliset pientalot","Rakennuksen kerrosala (m2) Rivi- ja ketjutalot","Rakennuksen kerrosala (m2) Asuinkerrostalot","Rakennuksen kerrosala (m2) Liikerakennukset","Rakennuksen kerrosala (m2) Toimistorakennukset","Rakennuksen kerrosala (m2) Liikenteen rakennukset","Rakennuksen kerrosala (m2) Hoitoalan rakennukset","Rakennuksen kerrosala (m2) Kokoontumisrakennukset","Rakennuksen kerrosala (m2) Opetusrakennukset","Rakennuksen kerrosala (m2) Teollisuusrakennukset","Rakennuksen kerrosala (m2) Varastorakennukset","Rakennuksen kerrosala (m2) Muut rakennukset"
"1921 - 1939","Karvia","2019",10135,0,0,1060,300,210,0,0,0,0,0,0
"1921 - 1939","Kaskinen","2019",4726,0,295,388,0,184,0,0,0,2630,0,0
"1921 - 1939","Kauhajoki","2019",36533,510,1886,4244,200,738,2901,1254,14174,2588,0,165
"1921 - 1939","Kauhava","2019",34979,493,6956,3307,750,74,1147,1613,2396,405,180,1769
"1921 - 1939","Kauniainen","2019",9358,280,343,1125,0,0,0,0,0,0,0,0
"1921 - 1939","Kaustinen","2019",7592,668,0,0,0,0,0,213,2151,2178,0,397
"1921 - 1939","Keitele","2019",5089,0,169,1575,0,0,0,0,450,996,0,0
"1921 - 1939","Kemi","2019",26857,0,5704,5331,3139,4400,908,4066,9903,20306,1882,1001
"1921 - 1939","Kemijärvi","2019",4131,0,0,200,130,0,0,585,967,0,0,0
"1921 - 1939","Keminmaa","2019",4620,0,0,0,0,0,0,1663,1345,0,0,0
"1921 - 1939","Kemiönsaari","2019",41740,1261,2690,3418,0,0,3321,2503,256,88,780,120
"1921 - 1939","Kempele","2019",2150,0,0,0,0,0,0,0,0,0,0,0
"1921 - 1939","Kerava","2019",12220,534,701,1200,518,1065,0,0,1507,377,0,0
"1921 - 1939","Keuruu","2019",29221,0,235,3992,0,0,777,4265,174,291,749,48
"1921 - 1939","Kihniö","2019",12745,0,0,190,260,0,0,613,790,0,0,0
"1921 - 1939","Kinnula","2019",2774,0,0,326,0,0,0,0,0,0,0,0
"1921 - 1939","Kirkkonummi","2019",30590,140,0,2533,1396,1220,949,1032,1702,0,0,146
"1921 - 1939","Kitee","2019",27453,62,0,1058,503,97,78,1176,1195,1119,0,0
"1921 - 1939","Kittilä","2019",5867,0,77,110,0,0,0,130,423,48,0,0
"1921 - 1939","Kiuruvesi","2019",15185,0,0,860,0,631,1654,545,651,0,2580,0
"1921 - 1939","Kivijärvi","2019",3815,0,0,907,0,0,1444,0,84,121,0,0
"1921 - 1939","Kokemäki","2019",37010,170,577,2953,1135,235,1756,1158,733,0,280,0
"1921 - 1939","Kokkola","2019",42636,0,7964,11963,2725,0,0,12208,9226,1980,450,0
"1921 - 1939","Kolari","2019",1760,0,0,120,85,0,0,0,0,0,0,0
"1921 - 1939","Konnevesi","2019",15247,0,245,805,166,147,708,1630,0,499,0,0
"1921 - 1939","Kontiolahti","2019",10748,0,3860,8789,267,80,855,425,0,0,0,0
"1921 - 1939","Korsnäs","2019",6737,0,255,1861,315,266,0,700,588,478,130,0
"1921 - 1939","Koski Tl","2019",16496,949,1215,3610,0,0,0,916,258,378,0,238
"1921 - 1939","Kotka","2019",131252,5282,143523,2157,32058,1981,22942,9469,24251,128423,3529,567
"1921 - 1939","Kouvola","2019",207150,900,11078,11339,27732,775,4392,17690,24849,60459,0,0
"1921 - 1939","Kristiinankaupunki","2019",16515,1004,0,1460,0,0,0,171,4088,130,0,0
"1921 - 1939","Kruunupyy","2019",17217,0,1075,398,0,0,726,816,0,1977,134,941
"1921 - 1939","Kuhmo","2019",5814,270,270,1610,0,0,971,288,1585,0,0,0
"1921 - 1939","Kuhmoinen","2019",16335,239,1067,383,0,0,0,1070,366,469,0,0
"1921 - 1939","Kumlinge","2019",2069,0,0,48,0,0,0,0,0,0,0,0
"1921 - 1939","Kuopio","2019",128363,6445,53172,19744,29879,7761,3887,8183,18956,44270,6639,3187
"1921 - 1939","Kuortane","2019",15398,0,0,1006,0,0,0,898,396,365,0,0
"1921 - 1939","Kurikka","2019",84306,0,945,1801,1644,648,588,4835,6408,5678,1010,243
"1921 - 1939","Kustavi","2019",4677,0,0,83,0,0,354,0,100,0,0,0
"1921 - 1939","Kuusamo","2019",4379,0,0,0,0,0,0,371,0,913,0,0
"1921 - 1939","Kyyjärvi","2019",3113,0,0,0,0,205,0,0,520,0,0,0
"1921 - 1939","Kärkölä","2019",21413,287,0,360,320,0,0,600,988,3851,35,409
"1921 - 1939","Kärsämäki","2019",4187,0,220,275,0,0,0,250,0,540,0,139
"1921 - 1939","Kökar","2019",1080,0,0,315,0,0,0,200,0,0,0,0
"1921 - 1939","Lahti","2019",67293,1081,89574,21061,11038,2394,4432,4535,22729,132069,2786,429
"1921 - 1939","Laihia","2019",14681,0,0,1915,300,0,0,613,682,0,324,0
"1921 - 1939","Laitila","2019",35768,0,579,1610,667,310,0,2100,2982,500,0,86
"1921 - 1939","Lapinjärvi","2019",21265,166,0,1205,981,0,4588,1858,751,7052,1572,0
"1921 - 1939","Lapinlahti","2019",19552,0,0,1267,1290,0,0,236,3193,229,540,0
"1921 - 1939","Lappajärvi","2019",4830,0,462,0,0,0,0,1594,252,0,0,0
"1921 - 1939","Lappeenranta","2019",122592,1593,18102,16286,9541,1200,21250,5646,15883,21855,1207,1534
"1921 - 1939","Lapua","2019",33598,237,0,2152,2215,440,32,1107,2133,1280,1488,235
"1921 - 1939","Laukaa","2019",34975,1746,759,926,1095,416,2922,2420,2304,1814,1201,0
"1921 - 1939","Lemi","2019",10226,0,0,726,0,0,0,498,0,0,0,0
"1921 - 1939","Lemland","2019",7205,0,0,110,0,0,450,0,105,0,0,0
"1921 - 1939","Lempäälä","2019",30270,0,0,574,0,119,2794,1565,547,779,226,246
"1921 - 1939","Leppävirta","2019",25297,0,0,491,0,0,0,3482,1092,9789,0,0
"1921 - 1939","Lestijärvi","2019",1544,0,0,0,0,0,0,0,242,0,0,0
"1921 - 1939","Lieksa","2019",35842,0,2660,5532,2429,831,0,4185,3325,1370,3293,0
"1921 - 1939","Lieto","2019",27348,600,0,210,0,200,3650,937,784,5663,1180,1331
"1921 - 1939","Liminka","2019",4272,0,0,0,270,0,0,0,1290,0,0,0
"1921 - 1939","Liperi","2019",21855,0,358,769,280,429,0,406,1484,414,0,484
"1921 - 1939","Lohja","2019",92790,2531,4895,4572,12943,312,334,5030,3447,25101,3808,133
"1921 - 1939","Loimaa","2019",71018,656,6589,5116,4261,940,1219,904,7066,12842,774,408
"1921 - 1939","Loppi","2019",28535,0,0,1616,0,220,144,300,0,500,436,940
"1921 - 1939","Loviisa","2019",60417,0,1643,2188,235,161,1666,3303,1464,13670,80,0
"1921 - 1939","Luhanka","2019",5870,0,0,0,0,0,0,656,332,0,0,0
"1921 - 1939","Lumijoki","2019",1315,0,0,0,420,0,80,0,0,0,0,0
"1921 - 1939","Lumparland","2019",988,0,0,0,0,0,0,0,0,0,0,0
"1921 - 1939","Luoto","2019",5318,0,0,0,0,0,0,73,382,0,0,0
"1921 - 1939","Luumäki","2019",16078,0,0,1406,0,656,0,378,470,280,54,0
"1921 - 1939","Maalahti","2019",23935,0,2583,235,211,165,363,1232,427,1150,0,90
"1921 - 1939","Maarianhamina - Mariehamn","2019",19832,0,8960,2893,4996,0,372,0,1819,2954,0,0
"1921 - 1939","Marttila","2019",20539,0,0,1410,277,10,0,300,0,0,1006,160
"1921 - 1939","Masku","2019",13670,0,0,805,0,0,0,213,1034,0,0,0
"1921 - 1939","Merijärvi","2019",1379,0,0,0,0,0,0,0,315,300,0,0
"1921 - 1939","Merikarvia","2019",14362,0,0,1258,0,0,0,110,513,0,162,0
"1921 - 1939","Miehikkälä","2019",8398,0,0,100,0,0,0,708,0,0,0,0
"1921 - 1939","Mikkeli","2019",77329,1266,10049,7514,713,517,74078,1226,3388,5527,3598,36
"1921 - 1939","Muhos","2019",6434,250,0,251,0,0,10730,545,3890,303,0,60
"1921 - 1939","Multia","2019",6657,0,392,168,0,0,1270,850,300,0,58,0
"1921 - 1939","Muonio","2019",904,0,0,0,0,0,0,0,350,0,0,0
"1921 - 1939","Mustasaari","2019",46128,0,989,2455,0,216,336,1665,3042,1803,0,100
"1921 - 1939","Muurame","2019",6693,184,765,492,1014,0,15805,988,0,180,140,0
"1921 - 1939","Mynämäki","2019",28907,0,1127,3804,526,433,54,1174,2294,2115,62,0
"1921 - 1939","Myrskylä","2019",9358,0,0,200,0,0,1101,426,377,0,40,522
"1921 - 1939","Mäntsälä","2019",40211,0,423,234,1186,270,2007,4177,3347,1667,0,0
"1921 - 1939","Mänttä-Vilppula","2019",29879,0,2149,2390,204,156,3428,7661,1943,30429,4816,0
"1921 - 1939","Mäntyharju","2019",19888,0,620,881,0,280,145,461,316,0,520,0
"1921 - 1939","Naantali","2019",15338,0,0,385,641,0,0,691,0,380,0,153
"1921 - 1939","Nakkila","2019",20865,0,321,3208,972,1494,446,760,1843,17928,0,50
"1921 - 1939","Nivala","2019",7662,0,0,2691,0,220,0,72,2480,516,0,0
"1921 - 1939","Nokia","2019",56779,0,2190,348,3355,778,3826,3499,7838,64563,50,330
"1921 - 1939","Nousiainen","2019",25590,0,0,261,0,152,0,1562,0,0,0,119
"1921 - 1939","Nurmes","2019",31896,0,2036,4198,2049,467,595,1926,1593,591,400,0
"1921 - 1939","Nurmijärvi","2019",46619,856,587,2122,0,0,18422,1701,5138,3020,0,1331
"1921 - 1939","Närpiö","2019",36238,0,1956,2005,430,0,930,1626,0,3939,1060,93
"1921 - 1939","Orimattila","2019",62770,748,1418,691,3298,84,1661,3627,11151,3246,610,0
"1921 - 1939","Oripää","2019",8138,278,0,3553,0,0,0,0,0,902,0,0
"1921 - 1939","Orivesi","2019",42369,0,802,1219,308,0,0,2475,10866,522,400,295
"1921 - 1939","Oulainen","2019",4706,0,2115,3334,1452,0,0,330,2065,120,0,0
"1921 - 1939","Oulu","2019",61202,6736,45331,32593,23815,3881,30024,15313,15421,24751,14279,128
"1921 - 1939","Outokumpu","2019",21982,0,1235,2162,2277,635,3150,510,1023,359,947,340
"1921 - 1939","Padasjoki","2019",16892,0,248,1124,1520,150,6274,400,3152,1864,0,72
"1921 - 1939","Paimio","2019",20917,684,1080,500,691,244,20429,367,621,485,0,0
"1921 - 1939","Paltamo","2019",8746,172,0,1310,295,839,167,1010,655,0,0,0
"1921 - 1939","Parainen","2019",48761,2250,938,1983,6387,42,902,4320,3356,430,239,150
"1921 - 1939","Parikkala","2019",15399,0,0,2038,1078,67,90,0,294,1343,220,0
"1921 - 1939","Parkano","2019",19675,424,178,1277,0,963,1002,1452,818,968,686,70
"1921 - 1939","Pedersören kunta","2019",17383,0,966,400,599,0,2461,682,1176,6177,0,0
"1921 - 1939","Pelkosenniemi","2019",2180,0,0,104,0,0,0,1201,382,0,0,56
"1921 - 1939","Pello","2019",4129,0,0,0,0,0,0,0,0,94,0,0
"1921 - 1939","Perho","2019",1854,0,0,350,0,590,0,0,909,0,0,0
"1921 - 1939","Pertunmaa","2019",9305,0,0,1414,0,0,0,1362,0,0,0,0
"1921 - 1939","Petäjävesi","2019",10060,0,175,387,81,0,0,216,0,0,0,0
"1921 - 1939","Pieksämäki","2019",37037,0,2217,7515,330,1100,0,400,3030,726,187,214
"1921 - 1939","Pielavesi","2019",16856,0,0,691,120,0,0,528,1579,0,0,0
"1921 - 1939","Pietarsaari","2019",38038,0,4511,1930,300,408,0,1345,6593,3143,0,201
"1921 - 1939","Pihtipudas","2019",8240,590,0,430,0,0,0,1254,1333,200,0,0
"1921 - 1939","Pirkkala","2019",9915,0,1272,662,0,0,415,760,265,125,0,0
"1921 - 1939","Polvijärvi","2019",12149,323,0,1816,0,0,776,599,723,80,104,0
"1921 - 1939","Pomarkku","2019",12050,0,0,170,20,50,0,1008,0,1624,0,0
"1921 - 1939","Pori","2019",177231,11877,42069,31700,17543,12006,14329,3943,30675,39267,9171,832
"1921 - 1939","Pornainen","2019",12735,0,120,286,69,0,0,260,448,450,0,53
"1921 - 1939","Porvoo","2019",98619,319,8487,8844,0,61,4865,2748,2896,3701,630,64
"1921 - 1939","Posio","2019",4626,0,0,191,0,0,0,0,0,0,0,0
"1921 - 1939","Pudasjärvi","2019",14279,0,184,953,0,0,0,971,915,0,0,0
"1921 - 1939","Pukkila","2019",12757,0,0,500,250,251,0,625,0,0,0,375
"1921 - 1939","Punkalaidun","2019",25535,0,370,1657,1417,82,250,0,439,928,25,959
"1921 - 1939","Puolanka","2019",3298,0,0,1712,375,0,1835,0,0,202,0,0
"1921 - 1939","Puumala","2019",8763,0,260,2021,0,0,1650,0,634,0,0,213
"1921 - 1939","Pyhtää","2019",18931,0,880,167,273,1139,967,232,808,1440,160,20
"1921 - 1939","Pyhäjoki","2019",5459,0,0,1081,0,0,0,112,248,294,0,0
"1921 - 1939","Pyhäjärvi","2019",4113,310,556,248,0,0,0,0,317,0,0,98
"1921 - 1939","Pyhäntä","2019",2247,0,0,0,0,0,0,0,0,0,0,0
"1921 - 1939","Pyhäranta","2019",11939,0,0,873,220,551,0,74,418,0,0,0
"1921 - 1939","Pälkäne","2019",33225,0,400,2124,652,378,0,1352,1741,3660,283,270
"1921 - 1939","Pöytyä","2019",42143,0,184,2249,678,0,3075,503,2372,2068,48,323
"1921 - 1939","Raahe","2019",13801,0,1174,1408,299,0,280,739,0,22475,0,0
"1921 - 1939","Raasepori","2019",73205,900,12474,7373,2310,1894,14657,3841,16986,7095,1223,630
"1921 - 1939","Raisio","2019",7440,0,272,0,0,598,0,100,150,250,0,0
"1921 - 1939","Rantasalmi","2019",12022,102,0,2553,0,292,150,0,0,0,0,0
"1921 - 1939","Ranua","2019",3725,300,340,0,0,0,0,0,336,130,0,0
"1921 - 1939","Rauma","2019",77832,502,5992,13599,1286,0,4339,2699,8534,9003,9663,110
"1921 - 1939","Rautalampi","2019",14556,269,910,1230,0,412,254,227,998,158,0,349
"1921 - 1939","Rautavaara","2019",5028,0,0,531,0,0,0,222,860,0,0,0
"1921 - 1939","Rautjärvi","2019",16171,0,0,535,195,309,0,100,0,1577,0,0
"1921 - 1939","Reisjärvi","2019",2074,0,0,138,0,0,0,225,1287,570,0,0
"1921 - 1939","Riihimäki","2019",38721,0,10713,2530,1898,5170,840,249,3732,25738,179,150
"1921 - 1939","Ristijärvi","2019",3621,172,0,452,0,0,0,0,1297,37,0,0
"1921 - 1939","Rovaniemi","2019",10893,0,300,7400,280,0,230,6930,220,0,60,108
"1921 - 1939","Ruokolahti","2019",12731,0,0,396,1090,105,0,811,2292,393,100,0
"1921 - 1939","Ruovesi","2019",25284,0,760,1281,257,35,0,1900,0,871,362,300
"1921 - 1939","Rusko","2019",12043,0,0,676,0,191,0,300,74,0,140,0
"1921 - 1939","Rääkkylä","2019",7654,0,0,44,0,0,1018,52,0,835,0,0
"1921 - 1939","Saarijärvi","2019",25530,547,390,537,0,175,0,1416,2459,0,533,101
"1921 - 1939","Salla","2019",579,0,0,0,0,0,0,0,0,0,0,0
"1921 - 1939","Salo","2019",165746,604,5200,18374,7101,1421,21794,8633,4735,19194,1747,1216
"1921 - 1939","Saltvik","2019",10033,0,0,0,0,0,0,0,1224,0,0,0
"1921 - 1939","Sastamala","2019",94271,0,773,4141,4867,945,1376,3171,6704,8603,972,200
"1921 - 1939","Sauvo","2019",12316,0,0,71,0,0,0,811,0,1048,0,60
"1921 - 1939","Savitaipale","2019",9870,0,363,250,0,572,716,1000,950,0,0,0
"1921 - 1939","Savonlinna","2019",48034,496,10347,3677,4269,121,0,1963,6603,16353,2421,1158
"1921 - 1939","Savukoski","2019",122,0,0,0,0,0,0,0,0,0,0,0
"1921 - 1939","Seinäjoki","2019",63785,669,1676,4484,11713,6769,22512,4410,20229,7226,210,7135
"1921 - 1939","Sievi","2019",3917,0,0,596,0,0,0,414,1016,0,0,0
"1921 - 1939","Siikainen","2019",7360,0,0,2241,0,0,0,290,106,2060,0,0
"1921 - 1939","Siikajoki","2019",10855,434,410,1539,0,59,0,288,1606,129,0,210
"1921 - 1939","Siikalatva","2019",8188,0,0,1290,0,41,0,605,550,275,343,0
"1921 - 1939","Siilinjärvi","2019",14087,0,0,0,0,0,14992,978,1134,0,0,85
"1921 - 1939","Simo","2019",3522,0,0,0,0,0,0,0,427,0,0,55
"1921 - 1939","Sipoo","2019",52669,0,7783,567,799,0,527,2962,817,2075,168,0
"1921 - 1939","Siuntio","2019",17026,0,870,0,990,68,278,480,0,0,0,0
"1921 - 1939","Sodankylä","2019",4459,0,0,0,0,0,0,128,194,0,0,0
"1921 - 1939","Soini","2019",6344,0,0,300,0,0,0,0,550,0,0,0
"1921 - 1939","Somero","2019",41251,0,895,2451,790,0,257,494,649,4519,1071,379
"1921 - 1939","Sonkajärvi","2019",18598,230,0,309,0,294,3040,763,284,0,235,0
"1921 - 1939","Sotkamo","2019",16296,610,0,1413,210,0,0,1057,990,369,0,0
"1921 - 1939","Sottunga","2019",873,0,0,0,0,0,0,0,0,0,0,280
"1921 - 1939","Sulkava","2019",9495,295,0,200,280,0,1587,962,350,830,0,0
"1921 - 1939","Sund","2019",3735,0,0,37,0,0,775,0,0,0,0,0
"1921 - 1939","Suomussalmi","2019",6742,0,0,0,0,0,0,0,0,0,0,0
"1921 - 1939","Suonenjoki","2019",22177,0,1278,4592,202,0,1232,2140,2843,691,0,0
"1921 - 1939","Sysmä","2019",20273,0,0,1407,0,910,157,3929,765,568,100,0
"1921 - 1939","Säkylä","2019",26121,0,0,774,889,0,11715,1959,1198,101,0,0
"1921 - 1939","Taipalsaari","2019",5635,0,0,561,299,100,0,0,300,570,0,0
"1921 - 1939","Taivalkoski","2019",5732,0,0,0,0,0,0,600,427,0,0,0
"1921 - 1939","Taivassalo","2019",10343,0,0,290,293,707,603,0,0,0,0,279
"1921 - 1939","Tammela","2019",28454,0,0,415,0,0,0,3321,519,686,0,0
"1921 - 1939","Tampere","2019",221045,5379,305478,43326,90772,11669,23842,9663,37834,78843,55132,1036
"1921 - 1939","Tervo","2019",6202,0,1142,301,0,61,0,460,1387,0,0,0
"1921 - 1939","Tervola","2019",6402,0,0,39,0,0,0,35,1710,100,0,0
"1921 - 1939","Teuva","2019",18388,597,448,451,996,48,0,215,0,1839,300,350
"1921 - 1939","Tohmajärvi","2019",13968,0,550,112,752,338,0,370,377,0,640,0
"1921 - 1939","Toholampi","2019",3550,0,0,544,0,0,0,0,0,470,0,0
"1921 - 1939","Toivakka","2019",9082,200,0,900,0,0,0,185,0,210,0,275
"1921 - 1939","Tornio","2019",11441,2756,458,1342,270,285,1425,648,6151,453,0,476
"1921 - 1939","Turku","2019",131006,90817,364610,34617,73364,11906,71599,20480,42260,33396,22490,296
"1921 - 1939","Tuusniemi","2019",11361,0,0,350,0,80,0,0,0,0,0,135
"1921 - 1939","Tuusula","2019",30009,320,3374,1659,2295,250,13511,1512,10703,4274,140,122
"1921 - 1939","Tyrnävä","2019",5063,0,0,140,0,465,0,225,1099,0,0,0
"1921 - 1939","Ulvila","2019",23123,0,0,352,0,210,721,335,0,505,105,47
"1921 - 1939","Urjala","2019",27401,0,435,287,87,200,180,682,888,1070,250,250
"1921 - 1939","Utajärvi","2019",6955,0,0,959,0,250,0,166,1246,0,0,0
"1921 - 1939","Utsjoki","2019",1212,0,0,0,0,0,0,92,0,0,0,0
"1921 - 1939","Uurainen","2019",9716,0,0,0,0,0,0,233,0,0,70,0
"1921 - 1939","Uusikaarlepyy","2019",15817,0,212,142,0,261,0,1275,3585,2227,187,0
"1921 - 1939","Uusikaupunki","2019",25050,694,0,2063,661,559,2881,0,798,196,735,0
"1921 - 1939","Vaala","2019",4316,0,0,0,0,732,418,516,0,0,0,0
"1921 - 1939","Vaasa","2019",87970,721,84781,26559,18653,9777,14906,12804,33844,32717,10034,494
"1921 - 1939","Valkeakoski","2019",29229,0,5483,170,108,19,620,5267,2899,20750,64,90
"1921 - 1939","Vantaa","2019",53863,0,1124,1563,0,413,0,3727,23406,3206,4248,228
"1921 - 1939","Varkaus","2019",46792,3052,9211,6443,7894,101,0,4545,10293,13900,0,0
"1921 - 1939","Vehmaa","2019",18657,0,0,1389,2704,207,1160,492,153,1247,45,0
"1921 - 1939","Vesanto","2019",8898,0,0,3528,0,120,0,192,358,0,0,0
