"year","emission","energy_use","emission_factor","final_use","level5","municipality","emission_trade","gas"
2007,2.814,10.161,0.27694124594036,"district heating",NA,"Muhos","Ei","CO2e"
2007,0.464,1.782,0.260381593714927,"district heating",NA,"Multia","Ei","CO2e"
2007,0.776,2.973,0.261015808947191,"district heating",NA,"Muonio","Ei","CO2e"
2007,6.691,25.773,0.259612773057075,"district heating",NA,"Mustasaari","Ei","CO2e"
2007,5.895,22.609,0.260736874695918,"district heating",NA,"Muurame","Ei","CO2e"
2007,1.12,9.395,0.119212346993081,"district heating",NA,"Mynämäki","Ei","CO2e"
2007,2.458,9.344,0.263056506849315,"district heating",NA,"Naantali","Ei","CO2e"
2007,2.407,9.232,0.260723570190641,"district heating",NA,"Nakkila","Ei","CO2e"
2007,3.87,7.66,0.505221932114883,"district heating",NA,"Närpiö","Ei","CO2e"
2007,22.581,86.809,0.260122798327362,"district heating",NA,"Nokia","Ei","CO2e"
2007,0.87,3.338,0.260635110844817,"district heating",NA,"Nousiainen","Ei","CO2e"
2007,0.53,9.372,0.0565514297908664,"district heating",NA,"Nurmes","Ei","CO2e"
2007,3.618,21.531,0.168036784171659,"district heating",NA,"Nurmijärvi","Ei","CO2e"
2007,10.942,42.401,0.25805995141624,"district heating",NA,"Orimattila","Ei","CO2e"
2007,0.37,1.419,0.260747004933051,"district heating",NA,"Oripää","Ei","CO2e"
2007,6.718,25.767,0.260721077346994,"district heating",NA,"Orivesi","Ei","CO2e"
2007,7.01,37.119,0.188852070368275,"district heating",NA,"Oulainen","Ei","CO2e"
2007,23.012,84.784,0.271419135685979,"district heating",NA,"Oulu","Ei","CO2e"
2007,0.587,2.25,0.260888888888889,"district heating",NA,"Padasjoki","Ei","CO2e"
2007,2.154,8.26,0.260774818401937,"district heating",NA,"Pälkäne","Ei","CO2e"
2007,1.434,10.709,0.133906060323093,"district heating",NA,"Paltamo","Ei","CO2e"
2007,3.687,34.67,0.106345543697721,"district heating",NA,"Parainen","Ei","CO2e"
2007,1.762,26.746,0.0658790099454124,"district heating",NA,"Parikkala","Ei","CO2e"
2007,12.427,30.395,0.408850139825629,"district heating",NA,"Parkano","Ei","CO2e"
2007,0.915,3.51,0.260683760683761,"district heating",NA,"Pedersören kunta","Ei","CO2e"
2007,0.598,2.295,0.260566448801743,"district heating",NA,"Pelkosenniemi","Ei","CO2e"
2007,1.22,4.681,0.260628070925016,"district heating",NA,"Pello","Ei","CO2e"
2007,0.834,6.229,0.133889869963076,"district heating",NA,"Perho","Ei","CO2e"
2007,0.404,1.551,0.260477111540941,"district heating",NA,"Pertunmaa","Ei","CO2e"
2007,0.922,9.594,0.0961017302480717,"district heating",NA,"Petäjävesi","Ei","CO2e"
2007,0.009,0.026,0.346153846153846,"district heating",NA,"Pieksämäki","Ei","CO2e"
2007,1.846,19.9,0.0927638190954774,"district heating",NA,"Pielavesi","Ei","CO2e"
2007,1.75,9.977,0.175403427884133,"district heating",NA,"Pihtipudas","Ei","CO2e"
2007,2.09,8.015,0.260761072988147,"district heating",NA,"Pirkkala","Ei","CO2e"
2007,0.295,12.009,0.024564909651095,"district heating",NA,"Polvijärvi","Ei","CO2e"
2007,0.226,0.868,0.26036866359447,"district heating",NA,"Pomarkku","Ei","CO2e"
2007,1.971,8.07,0.244237918215613,"district heating",NA,"Pori","Ei","CO2e"
2007,0.184,3.003,0.0612720612720613,"district heating",NA,"Pornainen","Ei","CO2e"
2007,0.17,1.89,0.0899470899470899,"district heating",NA,"Porvoo","Ei","CO2e"
2007,0.391,10.204,0.0383183065464524,"district heating",NA,"Posio","Ei","CO2e"
2007,1.902,10.178,0.186873649046964,"district heating",NA,"Pöytyä","Ei","CO2e"
2007,12.223,48.006,0.25461400658251,"district heating",NA,"Pudasjärvi","Ei","CO2e"
2007,0.023,1.3,0.0176923076923077,"district heating",NA,"Pukkila","Ei","CO2e"
2007,0.754,2.89,0.260899653979239,"district heating",NA,"Punkalaidun","Ei","CO2e"
2007,0.446,14.168,0.0314793901750424,"district heating",NA,"Puolanka","Ei","CO2e"
2007,0.566,7.4,0.0764864864864865,"district heating",NA,"Puumala","Ei","CO2e"
2007,0.523,22.607,0.0231344273897465,"district heating",NA,"Pyhäjärvi","Ei","CO2e"
2007,0.97,5.663,0.171287303549355,"district heating",NA,"Pyhäjoki","Ei","CO2e"
2007,1.344,5.155,0.260717749757517,"district heating",NA,"Pyhäntä","Ei","CO2e"
2007,0.169,0.649,0.26040061633282,"district heating",NA,"Pyhäranta","Ei","CO2e"
2007,0.853,3.275,0.260458015267176,"district heating",NA,"Pyhtää","Ei","CO2e"
2007,8.329,71.665,0.116221307472267,"district heating",NA,"Raahe","Ei","CO2e"
2007,0.391,9.2,0.0425,"district heating",NA,"Rääkkylä","Ei","CO2e"
2007,4.161,46.799,0.0889121562426548,"district heating",NA,"Raasepori","Ei","CO2e"
2007,7.295,27.983,0.260693992781332,"district heating",NA,"Raisio","Ei","CO2e"
2007,0.596,16.2,0.0367901234567901,"district heating",NA,"Rantasalmi","Ei","CO2e"
2007,0.485,1.862,0.26047261009667,"district heating",NA,"Ranua","Ei","CO2e"
2007,0.182,0.95,0.191578947368421,"district heating",NA,"Rauma","Ei","CO2e"
2007,1.894,6.08,0.311513157894737,"district heating",NA,"Rautalampi","Ei","CO2e"
2007,0.287,5.099,0.0562855461855266,"district heating",NA,"Rautavaara","Ei","CO2e"
2007,4.527,17.387,0.260366940817852,"district heating",NA,"Rautjärvi","Ei","CO2e"
2007,3.562,7.332,0.485815602836879,"district heating",NA,"Reisjärvi","Ei","CO2e"
2007,20.427,128.594,0.158848779880865,"district heating",NA,"Riihimäki","Ei","CO2e"
2007,0.648,2.486,0.260659694288013,"district heating",NA,"Ristijärvi","Ei","CO2e"
2007,14.311,49.83,0.28719646799117,"district heating",NA,"Rovaniemi","Ei","CO2e"
2007,2.301,10.326,0.222835560720511,"district heating",NA,"Ruokolahti","Ei","CO2e"
2007,3.971,12.632,0.314360354654845,"district heating",NA,"Ruovesi","Ei","CO2e"
2007,1.092,4.19,0.260620525059666,"district heating",NA,"Rusko","Ei","CO2e"
2007,8.741,29.188,0.299472385912019,"district heating",NA,"Saarijärvi","Ei","CO2e"
2007,5.625,26.032,0.216080208973571,"district heating",NA,"Säkylä","Ei","CO2e"
2007,5.337,20.338,0.262415183400531,"district heating",NA,"Salla","Ei","CO2e"
2007,6.516,24.773,0.263028296936181,"district heating",NA,"Salo","Ei","CO2e"
2007,0.073,0.281,0.259786476868327,"district heating",NA,"Saltvik","Ei","CO2e"
2007,0.283,7.413,0.0381761769863753,"district heating",NA,"Sastamala","Ei","CO2e"
2007,0.462,1.774,0.260428410372041,"district heating",NA,"Sauvo","Ei","CO2e"
2007,0.971,9.287,0.104554753957144,"district heating",NA,"Savitaipale","Ei","CO2e"
2007,2.016,10.428,0.193325661680092,"district heating",NA,"Savonlinna","Ei","CO2e"
2007,0.075,6.823,0.0109922321559431,"district heating",NA,"Savukoski","Ei","CO2e"
2007,3.389,12.76,0.265595611285266,"district heating",NA,"Seinäjoki","Ei","CO2e"
2007,5.179,13.3,0.389398496240602,"district heating",NA,"Sievi","Ei","CO2e"
2007,0.505,1.935,0.260981912144703,"district heating",NA,"Siikainen","Ei","CO2e"
2007,2.627,11.665,0.225203600514359,"district heating",NA,"Siikajoki","Ei","CO2e"
2007,7.878,27.083,0.290883580105601,"district heating",NA,"Siikalatva","Ei","CO2e"
2007,14.808,78.1,0.189603072983355,"district heating",NA,"Siilinjärvi","Ei","CO2e"
2007,0.477,1.831,0.260513380666303,"district heating",NA,"Simo","Ei","CO2e"
2007,7.512,33.191,0.22632641378687,"district heating",NA,"Sipoo","Ei","CO2e"
2007,2.14,8.569,0.249737425603921,"district heating",NA,"Siuntio","Ei","CO2e"
2007,22.874,62.369,0.36675271368789,"district heating",NA,"Sodankylä","Ei","CO2e"
2007,6.068,14.687,0.413154490365629,"district heating",NA,"Soini","Ei","CO2e"
2007,5.645,30.355,0.185966068193049,"district heating",NA,"Somero","Ei","CO2e"
2007,2.772,9.803,0.282770580434561,"district heating",NA,"Sonkajärvi","Ei","CO2e"
2007,1.513,5.809,0.260457910139439,"district heating",NA,"Sotkamo","Ei","CO2e"
2007,0.694,2.663,0.260608336462636,"district heating",NA,"Sulkava","Ei","CO2e"
2007,0.068,0.261,0.260536398467433,"district heating",NA,"Sund","Ei","CO2e"
2007,0.99,44.853,0.0220721022005217,"district heating",NA,"Suomussalmi","Ei","CO2e"
2007,15.6,36.938,0.422329308571119,"district heating",NA,"Suonenjoki","Ei","CO2e"
2007,2.175,12.337,0.176298938153522,"district heating",NA,"Sysmä","Ei","CO2e"
2007,2.762,9.767,0.28278898331115,"district heating",NA,"Taipalsaari","Ei","CO2e"
2007,6.319,24.234,0.26074936040274,"district heating",NA,"Taivalkoski","Ei","CO2e"
2007,0.003,0.013,0.230769230769231,"district heating",NA,"Taivassalo","Ei","CO2e"
2007,2.641,10.129,0.260736499160825,"district heating",NA,"Tammela","Ei","CO2e"
2007,0.293,1.123,0.260908281389136,"district heating",NA,"Tervo","Ei","CO2e"
2007,0.868,3.33,0.260660660660661,"district heating",NA,"Tervola","Ei","CO2e"
2007,6.901,16.239,0.424964591415728,"district heating",NA,"Teuva","Ei","CO2e"
2007,6.539,13.594,0.481021038693541,"district heating",NA,"Tohmajärvi","Ei","CO2e"
2007,5.76,11.8,0.488135593220339,"district heating",NA,"Toholampi","Ei","CO2e"
2007,0.023,2.497,0.0092110532639167,"district heating",NA,"Toivakka","Ei","CO2e"
2007,14.86,55.573,0.26739603764418,"district heating",NA,"Tornio","Ei","CO2e"
2007,2.54,9.836,0.258235054900366,"district heating",NA,"Turku","Ei","CO2e"
2007,0.979,3.753,0.260857980282441,"district heating",NA,"Tuusniemi","Ei","CO2e"
2007,10.152,45.945,0.220959843290891,"district heating",NA,"Tuusula","Ei","CO2e"
2007,0.956,3.382,0.28267297457126,"district heating",NA,"Tyrnävä","Ei","CO2e"
2007,1.341,5.137,0.261047303873856,"district heating",NA,"Ulvila","Ei","CO2e"
2007,2.033,8.639,0.235328162981827,"district heating",NA,"Urjala","Ei","CO2e"
2007,3.904,7.488,0.521367521367521,"district heating",NA,"Utajärvi","Ei","CO2e"
2007,0.293,1.123,0.260908281389136,"district heating",NA,"Utsjoki","Ei","CO2e"
2007,0.742,2.751,0.269720101781171,"district heating",NA,"Uurainen","Ei","CO2e"
2007,1.314,7.314,0.179655455291222,"district heating",NA,"Uusikaarlepyy","Ei","CO2e"
2007,6.541,76.2,0.0858398950131233,"district heating",NA,"Uusikaupunki","Ei","CO2e"
2007,4.616,10.436,0.442315063242622,"district heating",NA,"Vaala","Ei","CO2e"
2007,0.938,3.519,0.266552998010799,"district heating",NA,"Vaasa","Ei","CO2e"
2007,8.351,32.945,0.253483077857035,"district heating",NA,"Valkeakoski","Ei","CO2e"
2007,1.721,7.329,0.234820575794788,"district heating",NA,"Vantaa","Ei","CO2e"
2007,0.033,0.129,0.255813953488372,"district heating",NA,"Vårdö","Ei","CO2e"
2007,3.156,12.103,0.260761794596381,"district heating",NA,"Varkaus","Ei","CO2e"
2007,0.028,2.379,0.0117696511139134,"district heating",NA,"Vehmaa","Ei","CO2e"
2007,0.506,1.94,0.260824742268041,"district heating",NA,"Vesanto","Ei","CO2e"
2007,1.013,3.655,0.277154582763338,"district heating",NA,"Veteli","Ei","CO2e"
2007,1.306,14.115,0.0925256818986893,"district heating",NA,"Vieremä","Ei","CO2e"
2007,12.645,48.498,0.260732401336138,"district heating",NA,"Vihti","Ei","CO2e"
2007,1.532,5.875,0.260765957446809,"district heating",NA,"Viitasaari","Ei","CO2e"
2007,1.605,5.2,0.308653846153846,"district heating",NA,"Vimpeli","Ei","CO2e"
2007,1.121,4.302,0.260576476057648,"district heating",NA,"Virolahti","Ei","CO2e"
2007,13.069,33.43,0.390936284774155,"district heating",NA,"Virrat","Ei","CO2e"
2007,2.851,10.936,0.260698610095099,"district heating",NA,"Vöyri","Ei","CO2e"
2007,5.137,11.687,0.439548215966458,"district heating",NA,"Ylitornio","Ei","CO2e"
2007,2.373,9.103,0.260683291222674,"district heating",NA,"Ylivieska","Ei","CO2e"
2007,5.062,22.102,0.229029047145055,"district heating",NA,"Ylöjärvi","Ei","CO2e"
2007,0.666,2.553,0.260869565217391,"district heating",NA,"Ypäjä","Ei","CO2e"
2008,1.137,17.989,0.063205292122964,"district heating",NA,"Äänekoski","Ei","CO2e"
2008,13.273,26.941,0.492669165955236,"district heating",NA,"Ähtäri","Ei","CO2e"
2008,9.803,40.202,0.243843589871151,"district heating",NA,"Akaa","Ei","CO2e"
2008,7.909,21.299,0.37133198741725,"district heating",NA,"Alajärvi","Ei","CO2e"
2008,1.265,3.6,0.351388888888889,"district heating",NA,"Alavieska","Ei","CO2e"
2008,8.467,29.262,0.289351377212767,"district heating",NA,"Alavus","Ei","CO2e"
2008,5.783,24.848,0.232735028976175,"district heating",NA,"Asikkala","Ei","CO2e"
2008,0.211,0.794,0.265743073047859,"district heating",NA,"Askola","Ei","CO2e"
2008,1.162,4.29,0.270862470862471,"district heating",NA,"Aura","Ei","CO2e"
2008,0.088,0.334,0.263473053892216,"district heating",NA,"Brändö","Ei","CO2e"
2008,0.504,3.823,0.131833638503793,"district heating",NA,"Enonkoski","Ei","CO2e"
2008,0.495,1.869,0.264847512038523,"district heating",NA,"Enontekiö","Ei","CO2e"
2008,7.714,31.871,0.24203821656051,"district heating",NA,"Espoo","Ei","CO2e"
2008,7.678,31.532,0.243498668019789,"district heating",NA,"Eura","Ei","CO2e"
2008,1.886,7.125,0.264701754385965,"district heating",NA,"Eurajoki","Ei","CO2e"
2008,1.064,4.018,0.264808362369338,"district heating",NA,"Evijärvi","Ei","CO2e"
2008,0.478,1.803,0.265113699389906,"district heating",NA,"Finström","Ei","CO2e"
2008,0.033,0.125,0.264,"district heating",NA,"Geta","Ei","CO2e"
2008,13.002,28.59,0.454774396642183,"district heating",NA,"Haapavesi","Ei","CO2e"
2008,0.028,0.108,0.259259259259259,"district heating",NA,"Hailuoto","Ei","CO2e"
2008,0.322,0.762,0.42257217847769,"district heating",NA,"Halsua","Ei","CO2e"
2008,0.051,0.192,0.265625,"district heating",NA,"Hämeenkyrö","Ei","CO2e"
2008,7.34,34.853,0.21059880067713,"district heating",NA,"Hämeenlinna","Ei","CO2e"
2008,7.305,31.022,0.235478047837019,"district heating",NA,"Hamina","Ei","CO2e"
2008,0.19,0.716,0.26536312849162,"district heating",NA,"Hammarland","Ei","CO2e"
2008,1.106,4.177,0.264783337323438,"district heating",NA,"Hankasalmi","Ei","CO2e"
2008,4.691,17.718,0.264759002144712,"district heating",NA,"Hanko","Ei","CO2e"
2008,3.77,14.241,0.264728600519626,"district heating",NA,"Harjavalta","Ei","CO2e"
2008,1.554,12.858,0.120858609426038,"district heating",NA,"Hartola","Ei","CO2e"
2008,3.516,13.28,0.264759036144578,"district heating",NA,"Hattula","Ei","CO2e"
2008,3.37,9.2,0.366304347826087,"district heating",NA,"Hausjärvi","Ei","CO2e"
2008,1.004,15.112,0.0664372683959767,"district heating",NA,"Heinävesi","Ei","CO2e"
2008,9.78,36.826,0.26557323630044,"district heating",NA,"Heinola","Ei","CO2e"
2008,0.004,0.025,0.16,"district heating",NA,"Helsinki","Ei","CO2e"
2008,0.887,3.348,0.264934289127838,"district heating",NA,"Hirvensalmi","Ei","CO2e"
2008,2.655,10.168,0.261113296616837,"district heating",NA,"Hollola","Ei","CO2e"
2008,1.599,6.04,0.264735099337748,"district heating",NA,"Honkajoki","Ei","CO2e"
2008,6.52,24.64,0.26461038961039,"district heating",NA,"Huittinen","Ei","CO2e"
2008,0.17,8.3,0.0204819277108434,"district heating",NA,"Humppila","Ei","CO2e"
2008,0.312,12.23,0.0255110384300899,"district heating",NA,"Hyrynsalmi","Ei","CO2e"
2008,25.308,149.855,0.168883253812018,"district heating",NA,"Hyvinkää","Ei","CO2e"
2008,1.52,5.918,0.256843528218993,"district heating",NA,"Ii","Ei","CO2e"
2008,4.455,20.6,0.21626213592233,"district heating",NA,"Iitti","Ei","CO2e"
2008,7.212,30.827,0.233950757452882,"district heating",NA,"Ikaalinen","Ei","CO2e"
2008,5.612,23.358,0.240260296258241,"district heating",NA,"Ilmajoki","Ei","CO2e"
2008,10.29,34.1,0.301759530791789,"district heating",NA,"Ilomantsi","Ei","CO2e"
2008,19.614,80.803,0.242738512183954,"district heating",NA,"Imatra","Ei","CO2e"
2008,3.113,20.301,0.153342199891631,"district heating",NA,"Inari","Ei","CO2e"
2008,3.086,8.2,0.376341463414634,"district heating",NA,"Inkoo","Ei","CO2e"
2008,0.99,3.741,0.264635124298316,"district heating",NA,"Isojoki","Ei","CO2e"
2008,1.03,3.889,0.264849575726408,"district heating",NA,"Isokyrö","Ei","CO2e"
2008,0.275,1.036,0.265444015444015,"district heating",NA,"Jämijärvi","Ei","CO2e"
2008,10.725,69.042,0.155340227687495,"district heating",NA,"Jämsä","Ei","CO2e"
2008,4.669,17.987,0.259576360704954,"district heating",NA,"Janakkala","Ei","CO2e"
2008,14.614,55.198,0.264755969419182,"district heating",NA,"Joensuu","Ei","CO2e"
2008,0.954,3.606,0.264559068219634,"district heating",NA,"Jomala","Ei","CO2e"
2008,2.958,12.316,0.240175381617408,"district heating",NA,"Joroinen","Ei","CO2e"
2008,3.053,13.507,0.226030946916414,"district heating",NA,"Joutsa","Ei","CO2e"
2008,1.236,14.943,0.0827143143946999,"district heating",NA,"Juuka","Ei","CO2e"
2008,1.665,6.29,0.264705882352941,"district heating",NA,"Juupajoki","Ei","CO2e"
2008,13.312,27.8,0.478848920863309,"district heating",NA,"Juva","Ei","CO2e"
2008,40.484,152.032,0.266286045043149,"district heating",NA,"Jyväskylä","Ei","CO2e"
2008,5.908,21.554,0.274102254801893,"district heating",NA,"Kaarina","Ei","CO2e"
2008,0.12,0.451,0.266075388026608,"district heating",NA,"Kaavi","Ei","CO2e"
2008,21.555,81.419,0.264741645070561,"district heating",NA,"Kajaani","Ei","CO2e"
2008,6.375,29.32,0.217428376534789,"district heating",NA,"Kalajoki","Ei","CO2e"
2008,21.11,88.275,0.239139054092325,"district heating",NA,"Kangasala","Ei","CO2e"
2008,3.741,13.699,0.273085626688079,"district heating",NA,"Kangasniemi","Ei","CO2e"
2008,3.056,9.184,0.332752613240418,"district heating",NA,"Kankaanpää","Ei","CO2e"
2008,0.896,3.382,0.264931992903607,"district heating",NA,"Kannonkoski","Ei","CO2e"
2008,0.058,0.218,0.26605504587156,"district heating",NA,"Karijoki","Ei","CO2e"
2008,11.691,23.574,0.49592771697633,"district heating",NA,"Karkkila","Ei","CO2e"
2008,3.371,12.732,0.264765944077914,"district heating",NA,"Kärkölä","Ei","CO2e"
2008,4.129,12.6,0.327698412698413,"district heating",NA,"Kärsämäki","Ei","CO2e"
2008,0.654,20.873,0.031332343218512,"district heating",NA,"Karstula","Ei","CO2e"
2008,0.925,3.8,0.243421052631579,"district heating",NA,"Karvia","Ei","CO2e"
2008,7.469,26.226,0.284793716159536,"district heating",NA,"Kaskinen","Ei","CO2e"
2008,23.491,50.135,0.468554901765234,"district heating",NA,"Kauhajoki","Ei","CO2e"
2008,6.051,24.89,0.243109682603455,"district heating",NA,"Kauhava","Ei","CO2e"
2008,0.285,1.317,0.216400911161731,"district heating",NA,"Kauniainen","Ei","CO2e"
2008,3.764,14.216,0.264772087788407,"district heating",NA,"Kaustinen","Ei","CO2e"
2008,1.304,4.927,0.26466409579866,"district heating",NA,"Keitele","Ei","CO2e"
2008,8.541,32.437,0.263310417116256,"district heating",NA,"Kemi","Ei","CO2e"
2008,2.604,8.281,0.314454775993238,"district heating",NA,"Kemijärvi","Ei","CO2e"
2008,6.199,23.3,0.266051502145923,"district heating",NA,"Keminmaa","Ei","CO2e"
2008,0.754,18.275,0.0412585499316006,"district heating",NA,"Kemiönsaari","Ei","CO2e"
2008,6.712,26.608,0.252254960914011,"district heating",NA,"Kempele","Ei","CO2e"
2008,1.175,7.17,0.163877266387727,"district heating",NA,"Kerava","Ei","CO2e"
2008,8.926,51.717,0.172593151188197,"district heating",NA,"Keuruu","Ei","CO2e"
2008,0.161,0.881,0.182746878547106,"district heating",NA,"Kihniö","Ei","CO2e"
2008,0.218,6.936,0.0314302191464821,"district heating",NA,"Kinnula","Ei","CO2e"
2008,3.891,15.661,0.248451567588277,"district heating",NA,"Kirkkonummi","Ei","CO2e"
2008,6.728,52.213,0.128856798115412,"district heating",NA,"Kitee","Ei","CO2e"
2008,6.271,23.591,0.265821711669705,"district heating",NA,"Kittilä","Ei","CO2e"
2008,1.223,39.499,0.0309628091850427,"district heating",NA,"Kiuruvesi","Ei","CO2e"
2008,0.14,0.53,0.264150943396226,"district heating",NA,"Kivijärvi","Ei","CO2e"
2008,7.572,31.694,0.238909572789802,"district heating",NA,"Kokemäki","Ei","CO2e"
2008,7.857,28.333,0.277309144813468,"district heating",NA,"Kokkola","Ei","CO2e"
2008,1.878,5.837,0.3217406201816,"district heating",NA,"Kolari","Ei","CO2e"
2008,2.707,7.086,0.382020886254586,"district heating",NA,"Konnevesi","Ei","CO2e"
2008,3.566,18.269,0.195194044556352,"district heating",NA,"Kontiolahti","Ei","CO2e"
2008,0.12,0.452,0.265486725663717,"district heating",NA,"Korsnäs","Ei","CO2e"
2008,0.575,2.17,0.264976958525346,"district heating",NA,"Koski Tl","Ei","CO2e"
2008,16.509,104.014,0.158719018593651,"district heating",NA,"Kouvola","Ei","CO2e"
2008,1.411,3.59,0.393036211699164,"district heating",NA,"Kristiinankaupunki","Ei","CO2e"
2008,0.151,5.296,0.028512084592145,"district heating",NA,"Kruunupyy","Ei","CO2e"
2008,1.593,172.948,0.0092108610680667,"district heating",NA,"Kuhmo","Ei","CO2e"
2008,0.661,2.495,0.264929859719439,"district heating",NA,"Kuhmoinen","Ei","CO2e"
2008,0.021,0.08,0.2625,"district heating",NA,"Kumlinge","Ei","CO2e"
2008,32.506,116.852,0.278180946838736,"district heating",NA,"Kuopio","Ei","CO2e"
2008,1.28,9.526,0.134369095108125,"district heating",NA,"Kuortane","Ei","CO2e"
2008,23.014,65.943,0.348998377386531,"district heating",NA,"Kurikka","Ei","CO2e"
2008,0.025,0.972,0.0257201646090535,"district heating",NA,"Kustavi","Ei","CO2e"
2008,6.499,26.607,0.244259029578682,"district heating",NA,"Kuusamo","Ei","CO2e"
2008,0.585,2.207,0.26506570004531,"district heating",NA,"Kyyjärvi","Ei","CO2e"
2008,9.889,39.777,0.24861100636046,"district heating",NA,"Lahti","Ei","CO2e"
2008,7.58,14.7,0.515646258503401,"district heating",NA,"Laihia","Ei","CO2e"
2008,0.308,12.85,0.0239688715953307,"district heating",NA,"Laitila","Ei","CO2e"
2008,0.056,5.391,0.0103876831756631,"district heating",NA,"Lapinjärvi","Ei","CO2e"
2008,2.922,26.2,0.111526717557252,"district heating",NA,"Lapinlahti","Ei","CO2e"
2008,1.461,7.896,0.185030395136778,"district heating",NA,"Lappajärvi","Ei","CO2e"
2008,18.512,78.862,0.234739164616672,"district heating",NA,"Lappeenranta","Ei","CO2e"
2008,0.7,2.645,0.264650283553875,"district heating",NA,"Lapua","Ei","CO2e"
2008,13.976,53.838,0.25959359560162,"district heating",NA,"Laukaa","Ei","CO2e"
2008,0.947,3.578,0.264673001676914,"district heating",NA,"Lemi","Ei","CO2e"
2008,0.116,0.44,0.263636363636364,"district heating",NA,"Lemland","Ei","CO2e"
2008,18.189,73.045,0.249010883701828,"district heating",NA,"Lempäälä","Ei","CO2e"
2008,12.799,37.823,0.338391983713613,"district heating",NA,"Leppävirta","Ei","CO2e"
2008,0.15,0.567,0.264550264550265,"district heating",NA,"Lestijärvi","Ei","CO2e"
2008,5.916,15.2,0.389210526315789,"district heating",NA,"Lieksa","Ei","CO2e"
2008,7.864,30.575,0.257203597710548,"district heating",NA,"Lieto","Ei","CO2e"
2008,1,3.94,0.253807106598985,"district heating",NA,"Liminka","Ei","CO2e"
2008,3.659,20.592,0.177690365190365,"district heating",NA,"Liperi","Ei","CO2e"
2008,18.498,74.98,0.246705788210189,"district heating",NA,"Lohja","Ei","CO2e"
2008,2.152,6.211,0.346482047979391,"district heating",NA,"Loppi","Ei","CO2e"
2008,0.565,9,0.0627777777777778,"district heating",NA,"Loviisa","Ei","CO2e"
2008,0.101,0.381,0.26509186351706,"district heating",NA,"Luhanka","Ei","CO2e"
2008,0.218,0.853,0.25556858147714,"district heating",NA,"Lumijoki","Ei","CO2e"
2008,0.018,0.071,0.253521126760563,"district heating",NA,"Lumparland","Ei","CO2e"
2008,0.305,1.153,0.264527320034692,"district heating",NA,"Luoto","Ei","CO2e"
2008,3.218,12.701,0.253365876702622,"district heating",NA,"Luumäki","Ei","CO2e"
2008,1.06,4.008,0.264471057884232,"district heating",NA,"Maalahti","Ei","CO2e"
2008,10.004,91.401,0.109451756545333,"district heating",NA,"Maarianhamina","Ei","CO2e"
2008,12.191,47.071,0.258991735888339,"district heating",NA,"Mäntsälä","Ei","CO2e"
2008,8.151,30.657,0.265877287405813,"district heating",NA,"Mänttä-Vilppula","Ei","CO2e"
2008,1.017,25.599,0.039728114379468,"district heating",NA,"Mäntyharju","Ei","CO2e"
2008,0.203,0.768,0.264322916666667,"district heating",NA,"Marttila","Ei","CO2e"
2008,1.303,4.352,0.299402573529412,"district heating",NA,"Masku","Ei","CO2e"
2008,0.017,0.066,0.257575757575758,"district heating",NA,"Merijärvi","Ei","CO2e"
2008,0.834,3.153,0.264509990485252,"district heating",NA,"Merikarvia","Ei","CO2e"
2008,0.214,0.809,0.264524103831891,"district heating",NA,"Miehikkälä","Ei","CO2e"
2008,0.99,3.174,0.311909262759924,"district heating",NA,"Mikkeli","Ei","CO2e"
2008,2.403,9.359,0.256758200662464,"district heating",NA,"Muhos","Ei","CO2e"
2008,0.473,1.788,0.264541387024608,"district heating",NA,"Multia","Ei","CO2e"
2008,0.803,3.035,0.264579901153213,"district heating",NA,"Muonio","Ei","CO2e"
2008,7.174,27.481,0.261053091226666,"district heating",NA,"Mustasaari","Ei","CO2e"
2008,6.958,26.282,0.264743931207671,"district heating",NA,"Muurame","Ei","CO2e"
2008,1.168,9.794,0.119256687768021,"district heating",NA,"Mynämäki","Ei","CO2e"
2008,3.656,13.702,0.266822361699022,"district heating",NA,"Naantali","Ei","CO2e"
2008,2.488,9.396,0.264793529161345,"district heating",NA,"Nakkila","Ei","CO2e"
2008,4.347,8.605,0.505171411969785,"district heating",NA,"Närpiö","Ei","CO2e"
2008,23.075,90.751,0.25426717060969,"district heating",NA,"Nokia","Ei","CO2e"
2008,0.89,3.363,0.264644662503717,"district heating",NA,"Nousiainen","Ei","CO2e"
2008,0.532,9.356,0.0568619067977768,"district heating",NA,"Nurmes","Ei","CO2e"
2008,2.313,21.919,0.105524887084265,"district heating",NA,"Nurmijärvi","Ei","CO2e"
2008,10.349,42.994,0.240708005768247,"district heating",NA,"Orimattila","Ei","CO2e"
2008,0.196,0.74,0.264864864864865,"district heating",NA,"Oripää","Ei","CO2e"
2008,6.948,26.247,0.264715967539147,"district heating",NA,"Orivesi","Ei","CO2e"
2008,8.217,36.571,0.22468622679172,"district heating",NA,"Oulainen","Ei","CO2e"
2008,24.975,98.15,0.254457463066735,"district heating",NA,"Oulu","Ei","CO2e"
2008,0.547,2.064,0.265019379844961,"district heating",NA,"Padasjoki","Ei","CO2e"
2008,2.155,8.138,0.264807077906119,"district heating",NA,"Pälkäne","Ei","CO2e"
2008,1.431,10.528,0.135923252279635,"district heating",NA,"Paltamo","Ei","CO2e"
2008,4.411,35.016,0.125970984692712,"district heating",NA,"Parainen","Ei","CO2e"
